id,username,date,time,place,tweet,hashtags,tag
1365866321469005831,bookchess1,2021-02-28,10:28:02,,. สำนักงานประชาสัมพันธ์จังหวัดสมุทรสาคร,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",neg
1365866057047576580,kom_chad_luek,2021-02-28,10:26:59,,สมุทรสาคร รายงานตัวเลขผู้ติดเชื้อโควิด ล่าสุด กุมภาพันธ์,"['คมชัดลึก', 'โควิดวันนี้', 'โควิด19', 'โควิดสมุทรสาคร']",neg
1365865913795289089,bookchess1,2021-02-28,10:26:25,,. น. นายแพทย์โอภาส การย์กวินพงศ์ อธิบดีกรมควบคุมโรค เข้ารับการฉีดวัคซีนโควิด เป็นลำดับ ้,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1365864990167556097,bookchess1,2021-02-28,10:22:44,,นายกรัฐมนตรี ตรวจเยี่ยมการฉีดวัคซีนโควิด ให้ผู้แทนกลุ่มเป้าหมายครั้งแรกในประเทศไทย ณ อาคารหอประชุมอัจฉรา วันที่ กุมภาพันธ์,"['วัคซีนของคนไทยทุกคน', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ']",pos
1365863455270465536,chessthai,2021-02-28,10:16:38,,#บัตรสวัสดิการแห่งรัฐ ตรวจสอบตารางเงินเยียวยาเราชนะเดือนมี.ค.โอนเข้าวันไหนเช็กที่นี่,"['บัตรสวัสดิการแห่งรัฐ', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1365862353166733314,chessthai,2021-02-28,10:12:16,,บิ๊กตู่เลื่อนฉีดวัคซีนเกาหลี ปักแขนปลัดสธ.แทน รมต.ใจถึงอาสาฉีดซิโนแวค,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1365861159635591169,chessthai,2021-02-28,10:07:31,,อนุทิน ประเดิมฉีดวัคซีนโควิด เข็มแรก ประยุทธ์ ให้กำลังใจใกล้ชิด,"['เรื่องเล่าเช้านี้', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1365853639395266562,traffic_1197,2021-02-28,09:37:38,,จังหวัดสมุทรสาคร รายงานสถานการณ์ ผู้ติดเชื้อรายใหม่ คน ผู้ติดเชื้อสะสม คน รักษาตัวในโรงพยาบาล คน,"['covid19', 'โควิดสมุทรสาคร']",neg
1365683312769961995,kapookdotcom,2021-02-27,22:20:49,,สำนักงานเขตพื้นที่การศึกษาประถมศึกษาสมุทรสาคร ออกคำสั่งให้ศึกษาทุกแห่งปิดชั่วคราวและจัดการเรียนการสอนทางออนไลน์ต่อไป หลังยังพบ,"['covid19', 'โควิดสมุทรสาคร']",pos
1365618375523663876,faris15793695,2021-02-27,18:02:47,,ไม่ชอบเล่าเรื่องเครียดให้ใครฟัง ไม่ชอบร้องไห้ให้ใครเห็น พยายามเข้มแข็งให้คนรอบข้างสบายใจ ไม่ไหวก็บอกไหวกับหลายๆเรื่องในชีวิต,"['โควิดสมุทรสาคร', 'เราต้องรอด', 'ฟาร์เอง']",pos
1365615667680972802,chu_onlinenews,2021-02-27,17:52:01,,#สมุทรสาคร ให้ปิดสถานศึกษาต่อ จากเดิมถึง ก.พ. จนกว่าจะมีคำสั่งเปลี่ยนแปลง เพื่อป้องกันการแพร่ระบาดของเชื้อ,"['สมุทรสาคร', 'โควิด19', 'โควิดสมุทรสาคร', 'covid19']",pos
1365611103095382021,ktnewsonline,2021-02-27,17:33:53,,สถานการณ์ สรุปยอด ณ วันที่ ก.พ. เวลา . น.,"['กรุงเทพธุรกิจ', 'กรุงเทพธุรกิจออนไลน์', 'สถานการณ์โควิดวันนี้', 'โควิด19', 'covid19', 'โควิด', 'โควิดวันนี้', 'โควิดกรุงเทพ', 'โควิดสมุทรสาคร', 'โควิด19สมุทรสาคร']",neg
1365603833326358529,samutsakhon_skn,2021-02-27,17:05:00,,ประกาศ จังหวัดสมุทรสาคร ขอแจ้งให้สถานศึกษาทุกแห่ง ปิดสถานศึกษาต่อไป จนกว่าจะมีคำสั่งเปลี่ยนแปลง .,"['โควิด', 'โควิด19', 'โควิดสมุทรสาคร', 'มหาชัย', 'สมุทรสาคร', 'วัคซีน', 'วัคซีนโควิด19']",pos
1365571954040733700,samutsakhon_skn,2021-02-27,14:58:19,,วัคซีนโควิด โดส ถึงโรงพยาบาลสมุทรสาครแล้ว .,"['โควิด', 'โควิด19', 'โควิดสมุทรสาคร', 'มหาชัย', 'สมุทรสาคร', 'วัคซีน', 'วัคซีนโควิด19', 'โรงพยาบาลสมุทรสาคร', 'sinovac', 'covid19']",pos
1365562271049523200,springnews_tv,2021-02-27,14:19:50,,วัคซีนโควิด ถึงสมุทรสาคร แล้ว แพทย์เผย เริ่มฉีดวัคซีนโควิด บุคลากรผู้นำระดับจังหวัดและกลุ่มตัวอย่างของกลุ่มเสี่ยง วันที่ ก.พ นี้ ส่วนประชาชนทั่วไปฉีดช่วงเดือน พ.ค.,"['วัคซีนโควิด', 'วัคซีนโควิด19', 'โควิด19', 'โควิดสมุทรสาคร']",pos
1365527011234471939,ktnewsonline,2021-02-27,11:59:44,,อัพเดทสถานการณ์ ณ วันที่ ก.พ.,"['กรุงเทพธุรกิจ', 'กรุงเทพธุรกิจออนไลน์', 'สถานการณ์โควิดวันนี้', 'โควิด19', 'covid19', 'โควิด', 'โควิดวันนี้', 'โควิดกรุงเทพ', 'โควิดสมุทรสาคร', 'โควิด19สมุทรสาคร']",pos
1365499448374136841,advengerhanaka,2021-02-27,10:10:12,,สมุทรสาครพบผู้ป่วยโควิด เพิ่ม ราย จากค้นหาเชิงรุก ราย ในโรงพยาบาล ราย รักษาหาย ราย,"['โควิดสมุทรสาคร', 'โควิด', 'วัคซีน']",neg
1365496572448968707,pph8ufhm9cwev4o,2021-02-27,09:58:47,,กทม.ปริมณฑลค่าฝุ่น . เกิน พื้นที่ เริ่มกระทบสุขภาพ,"['กรมควบคุมมลพิษ', 'ฝุ่นละออง', 'วิกฤตหมอกควัน', 'ฝุ่นพิษ', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",neg
1365496110614151168,pph8ufhm9cwev4o,2021-02-27,09:56:57,,ยอดผู้ติดเชื้อโควิด รายใหม่ สมุทรสาคร วันนี้พบ ราย,"['ไวรัสโคโรนา', 'โควิด19', 'covid19', 'โควิดสมุทรสาคร', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",neg
1365495156061839365,bookchess1,2021-02-27,09:53:09,,วันสุดท้ายแล้ว...มั่นใจสมัครเลย,"['ทหารกองประจำการ', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1365492920439042049,chessthai,2021-02-27,09:44:16,,.เราชนะ. ทบทวนสิทธิ์เราชนะ รอบ ได้ถึงวันไหน ยื่นง่ายนิดเดียวจบใน ขั้นตอน เช็กที่นี่,"['เราชนะ', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1365492539009101824,chessthai,2021-02-27,09:42:45,,พล.อ.ประยุทธ์ เลื่อนเข้ารับการฉีดวัคซีนที่สถาบันบำราศนราดูร จากเดิมวันที่ ก.พ.นี้ ยังไม่เผยเหตุผล สธ.อาจยังไม่พร้อม,"['วัคซีนโควิด', 'โควิด19', 'นายกฯ', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้']",pos
1365492148515168263,chessthai,2021-02-27,09:41:12,,เปิดคำพูดลูกชายลง เราชนะ ไม่ผ่านก่อนคิดสั้น แม่เผยลูกไม่เคยทำแบบนี้มาก่อน คลิป,"['คมชัดลึก', 'เราชนะ', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1365491975068151808,chessthai,2021-02-27,09:40:31,,ทรงพระเจริญ ประกบมือหัวใจสีเหลืองหัวใจสีม่วงธงชาติไทย,"['เรารักสถาบันพระมหากษัตริย์', 'อนุชนรักชาติศาสน์กษัตริย์', 'เรารักในหลวง', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1365487077689757698,infoquestnews,2021-02-27,09:21:03,,สมุทรสาคร พบผู้ติดเชื้อโควิด เพิ่ม ราย ยอดสะสม ราย,"['โควิด19', 'โควิดสมุทรสาคร', 'covid19', 'อินโฟเควสท์']",neg
1365486727863832580,chessthai,2021-02-27,09:19:40,,ข่าวดีของคนไทย วัคซีนโควิดซิโนแวค พร้อมจัดส่งให้โรงพยาบาลทุกแห่ง,"['วัคซีนโควิด19', 'โควิด', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1365287843744993283,kking05008090,2021-02-26,20:09:22,,ข่าวดีที่สุดในรอบเดือนเลยค่ะ,['โควิดสมุทรสาคร'],pos
1365281694752727044,samutsakhon_skn,2021-02-26,19:44:56,,เทศบาลนครสมุทรสาคร สนับสนุนรถน้ำผสมน้ำยาฆ่าเชื้อ ล้างทำความสะอาดตลาดแม่พ่วง เพื่อป้องกันและควบคุมโรคติดเชื้อไวรัสโคโรนา . .,"['โควิด', 'โควิด19', 'โควิดสมุทรสาคร']",pos
1365222953055514624,chessthai,2021-02-26,15:51:31,,ม. เรารักกัน วัน ลงทะเบียนพุ่ง ล้านคน กว่า ของผู้ประกันตน,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1365204192420265985,springnews_tv,2021-02-26,14:36:58,,รองผู้ว่าฯ สมุทรสาคร ยืนยัน ตลาดกลางกุ้ง เปิดค้าขายตามปกติอีกครั้ง มี.ค.นี้ คุมเข้มมาตรการป้องกัน โควิด หวังสร้างความเชื่อมั่นด้านความปลอดภัย พร้อมประเมินเป็นระยะๆ,"['โควิด19', 'โควิดสมุทรสาคร', 'ตลาดกลางกุ้ง']",pos
1365199917942149122,chessthai,2021-02-26,14:19:59,,บิ๊กตู่ อนุทิน ประเดิมฉีดวัคซีนโควิด ก.พ.นี้,"['วัคซีนโควิด19', 'โควิด', 'โควิด19', 'โควิด19วันนี้', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ']",pos
1365199636173004801,chessthai,2021-02-26,14:18:52,,เปิดหมายกำหนดการ ในหลวงพระราชินี เสด็จฯ ทรงบำเพ็ญพระราชกุศลมาฆบูชา วัดพระแก้ว,"['รักกันคือรักชาติเราจะเดินไปด้วยกันด้วยความรัก', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ']",pos
1365197548449787906,pph8ufhm9cwev4o,2021-02-26,14:10:34,,อนุทิน เผย วัคซีนโควิด ล็อตแรกของไทย พร้อมจัดส่งเพื่อฉีดแล้ววันนี้,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1365160582354112512,bookchess1,2021-02-26,11:43:40,,รายงานโควิด วันที่ กุมภาพันธ์,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",neg
1365140779044204548,advengerhanaka,2021-02-26,10:24:59,,สมุทรสาคร พบติดเชื้อ โควิด รายใหม่ ราย ยอดสะสม ราย,"['วัคซีนโควิด19', 'โควิด', 'โควิด19', 'โควิด19วันนี้', 'โควิดสมุทรสาคร']",neg
1365127539585261568,infoquestnews,2021-02-26,09:32:22,,#สมุทรสาคร พบผู้ติดเชื้อโควิด เพิ่ม ราย ยอดสะสม ราย,"['สมุทรสาคร', 'โควิดสมุทรสาคร', 'โควิด19', 'covid19', 'อินโฟเควสท์']",neg
1365121110648389639,posttoday,2021-02-26,09:06:50,,ลดลงต่อเนื่อง วันนี้สมุทรสาครพบติดเชื้อโควิดใหม่ ราย,"['ไวรัสโคโรนา', 'โควิด19', 'covid19', 'โควิดสมุทรสาคร']",neg
1365119078541578243,traffic_1197,2021-02-26,08:58:45,,จังหวัดสมุทรสาคร รายงานสถานการณ์,"['โควิด19', 'โควิดสมุทรสาคร']",pos
1365113015910076417,kruenarom,2021-02-26,08:34:40,,สวัสดีวันศุกร์ วันพระ วันมาฆะบูชา วันหยุดของหลายๆ คน แล้วก็วันทำงานของอีกหลายๆ คน เราคือหนึ่งในคนที่ต้องทำงานวันนี้ มองบวก ทำงานดีแล้ว หยุดก็ไปไหนไม่ได้,"['มนุษย์เงินเดือน', 'มนุษย์โรงงาน', 'โควิดสมุทรสาคร']",pos
1364814550017527809,pph8ufhm9cwev4o,2021-02-25,12:48:40,,ผู้ว่าฯกทม.นำทีมจนท.บุคลากรแพทย์รพ.กลุ่มแรกโรงพยาบาลทั้งสังกัดกทม.และเอกชน ชมสาธิตค.พร้อมการฉีดวัคซีน ขั้นตอนที่รพ.,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1364813896565972995,bookchess1,2021-02-25,12:46:04,,ผู้ว่าฯ กทม. ลุยตรวจแผนฉีดวัคซีน,"['covid19', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1364809895220973573,fm91trafficpro,2021-02-25,12:30:10,,สมุทรสาคร ยังคงตรวจเชิงรุกค้นหาเชื้อในชุมชน ขณะที่แรงงานข้ามชาติในศูนย์ห่วงใยคนสาคร แห่งที่ หิ้วกระเป๋ากลับบ้านอีกกว่า ราย,"['โควิด19', 'โควิดสมุทรสาคร']",pos
1364762825143455746,bookchess1,2021-02-25,09:23:08,,อย่าลืมเช็กสิทธิ เราชนะ คลังโอน บาท เข้าแอปฯเป๋าตังวันนี้,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1364762430006468613,bookchess1,2021-02-25,09:21:34,,#ไทยคู่ฟ้า คืนรอยยิ้มประเทศไทย รับวัคซีนโควิดล็อตเเรก สิ้นสุดการรอคอยแล้ว กับวัคซีนโควิด ล็อตแรก จำนวน โดสจาก ของประเทศจีน,"['ไทยคู่ฟ้า', 'นายกรัฐมนตรี', 'โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'สมองลายพราง']",pos
1364754946155970562,posttoday,2021-02-25,08:51:49,,ยอดลด วันนี้สมุทรสาครพบผู้ป่วยโควิดเพิ่ม รา,"['ไวรัสโคโรนา', 'โควิด19', 'covid19', 'โควิดสมุทรสาคร']",neg
1364574836664672258,jmejao7qea3n9ph,2021-02-24,20:56:08,,#สถานการณ์ สรุปยอด ณ วันที่ ก.พ. เวลา . น.,"['สถานการณ์', 'กรุงเทพธุรกิจ', 'กรุงเทพธุรกิจออนไลน์', 'สถานการณ์โควิดวันนี้', 'โควิด19', 'covid19', 'โควิด', 'โควิดวันนี้', 'โควิดกรุงเทพ', 'โควิดสมุทรสาคร', 'โควิด19สมุทรสาคร']",neg
1364574791248740355,jmejao7qea3n9ph,2021-02-24,20:55:57,,#โคสถานการณ์ สรุปยอด ณ วันที่ ก.พ. เวลา . น.,"['โคสถานการณ์', 'กรุงเทพธุรกิจ', 'กรุงเทพธุรกิจออนไลน์', 'สถานการณ์โควิดวันนี้', 'โควิด19', 'covid19', 'โควิด', 'โควิดวันนี้', 'โควิดกรุงเทพ', 'โควิดสมุทรสาคร', 'โควิด19สมุทรสาคร']",pos
1364510579625353221,pph8ufhm9cwev4o,2021-02-24,16:40:48,,นาทีเที่ยวบินปวศ. วัคซีนเข็มแรกถึงไทยแล้ววัคซีนซิโนแวค ล็อตแรกจากจีน แสนโดสถึงไทยแล้ว โดยเที่ยวปวศ.,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1364505188657078273,bookchess1,2021-02-24,16:19:22,,ไขปมข้อสงสัย วัคซีนโควิด สามารถให้ร่วมกับวัคซีนอื่นได้หรือไม่,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1364504468214087685,bookchess1,2021-02-24,16:16:31,,รพ.สมุทรสาคร ซ้อมฉีดวัคซีนเต็มรูปแบบ เตรียมรองรับไม่ต่ำกว่าวันละ คน,"['โควิด19', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ', 'โควิดสมุทรปราการ', 'โควิดกรุงเทพ', 'สถานการณ์ควิดวันนี้', 'โควิดวันนี้', 'สมองลายพราง']",pos
1364502257622937600,chessthai,2021-02-24,16:07:44,,สมุทรสาครพบผู้ติดเชื้อโควิด เพิ่ม ราย เป็นคนไทย ราย ต่างด้าว ราย กำลังรักษา ราย,"['โควิด19', 'โควิด19วันนี้', 'โควิด19สมุทรสาคร', 'กาละแมร์', 'ดีเจมะตูมติดโควิด', 'ลุงพลป้าแต๋น', 'covid_19', 'โควิดสมุทรสาคร', 'เราชนะ']",neg
1364468354606501888,brighttodayth,2021-02-24,13:53:00,,ศบค. อัพเดทโควิดวันนี้ พบผู้ป่วยรายใหม่ ราย และผู้ติดเชื้อในประเทศหลักๆ ยังมาจากจ.สมุทรสาคร ราย,"['โควิด', 'โควิดวันนี้', 'ศบค', 'โควิดสมุทรสาคร']",neg
1364466260130418690,samutsakhon_skn,2021-02-24,13:44:41,,ยอดผู้ป่วยที่รักษาหายแล้ว ยังคงรักษาอยู่ ของจังหวัดสมุทรสาคร .,"['โควิด19', 'โควิดสมุทรสาคร']",pos
1364443329358749697,kking05008090,2021-02-24,12:13:34,,ตรบมือค่ะ เพราะถ้าปล่อยไปแออัดที่ธนคารอีกน่ากลัวจะควบคุมยากทำดีต้องชื่นชม#โควิดสมุทรสาคร,['โควิดสมุทรสาคร'],pos
1364390044140638208,posttoday,2021-02-24,08:41:50,,วันนี้สมุทรสาครพบติดเชื้อโควิดใหม่ ราย รวมสะสม ราย,"['ไวรัสโคโรนา', 'โควิด19', 'covid19', 'โควิดสมุทรสาคร']",neg
